transaction_id,product_id,customer_id,branch_id,transaction_date,quantity,total_amount,payment_method
2781,81,882,5,2024-02-11,8,2080,Mobile Payment
2786,87,776,7,2024-05-31,8,888,Credit Card
2788,93,215,9,2024-01-12,8,3688,Debit Card
2790,73,606,10,2024-05-21,8,2720,Debit Card
2825,45,80,2,2024-01-28,8,1208,Debit Card
2830,37,312,8,2024-03-13,8,1296,Credit Card
2855,48,298,8,2024-04-21,8,3960,Debit Card
2863,81,654,3,2024-04-19,8,2080,Mobile Payment
2872,76,689,5,2024-04-02,8,1840,Credit Card
2894,19,855,9,2024-01-20,8,200,Credit Card
2898,53,972,1,2024-06-03,8,3448,Credit Card
2901,32,704,2,2024-05-23,8,376,Credit Card
2909,67,359,2,2024-01-04,8,2880,Mobile Payment
2917,28,694,6,2024-04-05,8,1304,Mobile Payment
2918,33,950,2,2024-05-11,8,112,Debit Card
2927,54,833,2,2024-03-29,8,3512,Credit Card
2970,15,108,1,2024-05-04,8,2136,Mobile Payment
2972,32,927,10,2024-04-22,8,376,Cash
2975,52,446,10,2024-04-03,8,2448,Credit Card
2976,16,795,4,2024-06-20,8,3480,Debit Card
2988,88,853,1,2024-04-20,8,1472,Cash
2994,20,476,10,2024-03-23,8,3040,Credit Card
3012,62,958,10,2024-04-03,8,1088,Mobile Payment
3017,44,513,7,2024-05-29,8,576,Credit Card
3032,41,255,2,2024-06-17,8,1048,Mobile Payment
3040,67,332,3,2024-05-01,8,2880,Credit Card
3050,43,268,5,2024-02-14,8,2656,Credit Card
3059,81,590,1,2024-02-02,8,2080,Mobile Payment
3066,96,400,9,2024-02-23,8,672,Credit Card
3068,85,321,9,2024-03-03,8,192,Debit Card
3103,72,218,2,2024-02-15,8,1024,Mobile Payment
3108,1,630,2,2024-04-24,8,1480,Credit Card
3111,10,441,4,2024-04-18,8,1000,Debit Card
3122,27,363,3,2024-06-09,8,272,Credit Card
3143,32,280,3,2024-03-05,8,376,Mobile Payment
3147,89,718,9,2024-01-10,8,792,Credit Card
3169,81,124,2,2024-04-02,8,2080,Cash
3172,97,185,3,2024-03-21,8,1800,Mobile Payment
3185,14,640,5,2024-05-08,8,2616,Mobile Payment
3193,79,911,6,2024-04-01,8,2704,Credit Card
3221,56,191,4,2024-05-13,8,3632,Mobile Payment
3227,89,869,8,2024-04-06,8,792,Cash
3232,23,972,6,2024-06-19,8,1080,Credit Card
3234,14,183,7,2024-02-01,8,2616,Mobile Payment
3239,16,837,5,2024-03-30,8,3480,Cash
3255,31,261,1,2024-01-18,8,3568,Mobile Payment
3263,44,519,5,2024-05-16,8,576,Mobile Payment
3264,17,573,8,2024-01-15,8,2904,Mobile Payment
3288,64,564,5,2024-04-01,8,3040,Cash
3300,89,611,9,2024-04-21,8,792,Cash
3309,57,438,8,2024-01-06,8,1592,Debit Card
3319,77,45,10,2024-03-04,8,2520,Cash
3324,51,551,8,2024-01-26,8,1672,Credit Card
3346,23,334,4,2024-06-07,8,1080,Cash
3354,68,60,3,2024-03-31,8,1032,Credit Card
3370,5,343,5,2024-06-30,8,2680,Credit Card
3388,2,937,8,2024-03-13,8,2816,Mobile Payment
3404,51,969,4,2024-01-19,8,1672,Credit Card
3406,94,495,6,2024-02-20,8,1248,Credit Card
3430,54,876,2,2024-04-16,8,3512,Cash
3439,90,121,9,2024-01-29,8,2232,Debit Card
3442,64,552,2,2024-03-24,8,3040,Cash
3444,23,690,9,2024-03-17,8,1080,Cash
3472,26,465,1,2024-05-31,8,3864,Credit Card
3485,28,15,9,2024-04-15,8,1304,Cash
3488,55,490,5,2024-04-13,8,1464,Mobile Payment
3503,7,901,3,2024-03-03,8,2304,Mobile Payment
3506,59,403,10,2024-06-29,8,1920,Cash
3518,35,964,9,2024-05-26,8,3520,Mobile Payment
3526,83,675,8,2024-05-06,8,896,Cash
3540,4,668,3,2024-01-05,8,3368,Credit Card
3541,3,726,8,2024-01-25,8,2776,Debit Card
3581,9,417,6,2024-04-08,8,656,Cash
3586,9,988,3,2024-05-16,8,656,Credit Card
3593,60,108,5,2024-06-02,8,1112,Credit Card
3608,54,402,1,2024-05-25,8,3512,Credit Card
3624,9,132,10,2024-04-05,8,656,Mobile Payment
3629,8,576,2,2024-05-14,8,256,Cash
3638,80,615,6,2024-01-25,8,3496,Mobile Payment
3639,44,271,10,2024-02-20,8,576,Mobile Payment
3642,83,918,5,2024-05-22,8,896,Mobile Payment
3648,2,370,7,2024-03-14,8,2816,Mobile Payment
3661,82,84,6,2024-02-23,8,1136,Mobile Payment
3663,59,572,1,2024-02-09,8,1920,Cash
3669,14,90,4,2024-06-08,8,2616,Cash
3680,77,125,10,2024-01-26,8,2520,Cash
3696,94,656,10,2024-03-29,8,1248,Credit Card
3697,59,795,2,2024-06-15,8,1920,Cash
3719,20,183,2,2024-01-31,8,3040,Cash
3746,69,763,2,2024-01-13,8,3288,Credit Card
3767,22,487,8,2024-03-12,8,3752,Credit Card
3775,11,24,3,2024-02-11,8,120,Mobile Payment
3779,21,287,10,2024-03-25,8,368,Cash
3795,16,187,8,2024-06-15,8,3480,Debit Card
3810,70,472,2,2024-06-06,8,400,Mobile Payment
3821,70,87,5,2024-01-16,8,400,Cash
3850,59,584,9,2024-01-05,8,1920,Credit Card
3852,79,418,9,2024-04-28,8,2704,Credit Card
3853,91,513,6,2024-06-20,8,1752,Debit Card
3860,89,190,9,2024-05-28,8,792,Mobile Payment
3891,16,262,5,2024-02-10,8,3480,Cash
3899,21,829,1,2024-03-31,8,368,Mobile Payment
3912,100,129,10,2024-01-18,8,1704,Debit Card
3923,18,20,5,2024-05-01,8,3904,Debit Card
3934,92,962,6,2024-04-01,8,2888,Credit Card
3972,95,701,6,2024-06-20,8,2840,Credit Card
3984,64,4,7,2024-04-22,8,3040,Mobile Payment
4022,65,496,7,2024-02-28,8,792,Debit Card
4032,47,620,2,2024-03-12,8,1552,Credit Card
4037,62,22,10,2024-05-28,8,1088,Debit Card
4066,38,641,1,2024-06-13,8,2952,Credit Card
4067,53,209,1,2024-04-19,8,3448,Credit Card
4097,62,517,6,2024-05-04,8,1088,Credit Card
4100,83,666,10,2024-01-29,8,896,Debit Card
4108,61,268,10,2024-06-05,8,1160,Cash
4114,32,91,2,2024-04-21,8,376,Debit Card
4118,69,474,10,2024-05-20,8,3288,Credit Card
4146,60,654,6,2024-03-09,8,1112,Mobile Payment
4182,42,385,4,2024-04-18,8,1192,Cash
4196,56,647,9,2024-03-20,8,3632,Mobile Payment
4201,20,71,7,2024-02-17,8,3040,Debit Card
4207,49,92,6,2024-03-21,8,1960,Debit Card
4208,22,174,4,2024-06-19,8,3752,Cash
4210,56,680,8,2024-01-07,8,3632,Credit Card
4214,54,975,9,2024-04-08,8,3512,Credit Card
4219,30,883,2,2024-03-31,8,2192,Credit Card
4220,37,481,9,2024-03-29,8,1296,Cash
4236,7,134,5,2024-05-03,8,2304,Credit Card
4241,31,594,2,2024-06-18,8,3568,Cash
4244,25,91,1,2024-06-21,8,3248,Mobile Payment
4250,44,705,2,2024-06-15,8,576,Cash
4287,63,785,6,2024-02-19,8,3296,Cash
4292,34,67,9,2024-03-30,8,2944,Mobile Payment
4301,24,877,10,2024-06-10,8,288,Mobile Payment
4321,40,529,5,2024-03-09,8,2840,Debit Card
4349,51,985,6,2024-04-12,8,1672,Credit Card
4353,56,651,8,2024-04-27,8,3632,Credit Card
4380,59,339,2,2024-04-26,8,1920,Credit Card
4385,83,370,2,2024-02-26,8,896,Credit Card
4393,13,881,1,2024-05-08,8,496,Debit Card
4412,87,398,2,2024-06-20,8,888,Credit Card
4414,68,220,9,2024-06-29,8,1032,Debit Card
4423,54,881,3,2024-06-02,8,3512,Debit Card
4432,98,645,2,2024-05-17,8,1824,Cash
4434,88,555,8,2024-06-12,8,1472,Debit Card
4435,83,982,5,2024-01-27,8,896,Credit Card
4445,4,534,6,2024-03-26,8,3368,Cash
4451,52,759,2,2024-04-12,8,2448,Credit Card
4455,73,54,8,2024-03-25,8,2720,Credit Card
4469,1,25,2,2024-05-19,8,1480,Mobile Payment
4470,34,906,3,2024-04-10,8,2944,Credit Card
4479,47,644,8,2024-04-08,8,1552,Cash
4512,16,719,7,2024-01-31,8,3480,Debit Card
4514,18,293,7,2024-03-23,8,3904,Cash
4516,87,860,2,2024-06-23,8,888,Credit Card
4521,81,20,4,2024-04-28,8,2080,Mobile Payment
4543,62,503,4,2024-01-09,8,1088,Cash
4544,64,961,1,2024-05-01,8,3040,Debit Card
4549,97,530,7,2024-03-20,8,1800,Debit Card
4555,71,415,3,2024-03-15,8,80,Debit Card
4572,11,853,7,2024-06-07,8,120,Credit Card
4588,83,980,7,2024-01-05,8,896,Debit Card
4590,46,948,6,2024-02-15,8,88,Credit Card
4593,13,301,6,2024-06-03,8,496,Mobile Payment
4595,11,340,2,2024-03-22,8,120,Debit Card
4617,90,196,2,2024-04-17,8,2232,Mobile Payment
4621,3,597,4,2024-02-21,8,2776,Mobile Payment
4642,60,678,5,2024-06-30,8,1112,Mobile Payment
4651,39,621,2,2024-02-13,8,2744,Mobile Payment
4654,40,904,9,2024-03-13,8,2840,Debit Card
4655,74,87,10,2024-02-08,8,2992,Cash
4657,1,130,3,2024-01-25,8,1480,Credit Card
4696,37,922,6,2024-05-29,8,1296,Cash
4701,36,309,4,2024-01-16,8,1056,Credit Card
4704,94,797,8,2024-04-12,8,1248,Debit Card
4708,90,856,8,2024-03-18,8,2232,Debit Card
4712,26,125,8,2024-05-06,8,3864,Mobile Payment
4721,88,80,3,2024-03-11,8,1472,Debit Card
4728,50,375,4,2024-01-22,8,2192,Debit Card
4734,93,303,3,2024-04-01,8,3688,Credit Card
4757,58,295,5,2024-01-13,8,648,Cash
4759,80,380,5,2024-01-22,8,3496,Credit Card
4769,38,780,3,2024-03-18,8,2952,Cash
4782,71,431,6,2024-01-12,8,80,Cash
4786,69,275,9,2024-04-09,8,3288,Debit Card
4787,71,688,6,2024-05-04,8,80,Credit Card
4794,91,736,4,2024-03-08,8,1752,Debit Card
4802,14,92,4,2024-06-07,8,2616,Mobile Payment
4815,17,545,3,2024-02-03,8,2904,Debit Card
4849,42,401,7,2024-02-28,8,1192,Debit Card
4853,84,931,1,2024-01-26,8,3632,Credit Card
4858,97,337,5,2024-02-14,8,1800,Debit Card
4867,100,866,9,2024-04-04,8,1704,Credit Card
4901,2,919,7,2024-02-15,8,2816,Credit Card
4917,40,402,7,2024-02-22,8,2840,Cash
4926,71,349,2,2024-02-05,8,80,Mobile Payment
4927,37,978,5,2024-01-11,8,1296,Debit Card
4939,13,277,5,2024-03-30,8,496,Debit Card
4940,92,931,1,2024-02-07,8,2888,Credit Card
4947,42,777,6,2024-04-07,8,1192,Mobile Payment
4954,57,480,9,2024-04-09,8,1592,Mobile Payment
4979,71,949,2,2024-04-05,8,80,Mobile Payment
5002,41,454,10,2024-06-16,8,1048,Credit Card
5020,15,662,1,2024-04-04,8,2136,Debit Card
5032,5,673,6,2024-03-15,8,2680,Mobile Payment
5034,11,34,6,2024-03-26,8,120,Mobile Payment
5049,48,472,1,2024-02-18,8,3960,Debit Card
5053,95,43,9,2024-01-09,8,2840,Debit Card
5074,40,270,5,2024-05-04,8,2840,Cash
5091,58,698,1,2024-01-01,8,648,Mobile Payment
5094,60,983,9,2024-04-16,8,1112,Debit Card
5095,99,156,6,2024-02-19,8,3768,Credit Card
5106,91,695,10,2024-06-17,8,1752,Cash
5124,51,513,5,2024-05-29,8,1672,Debit Card
5127,53,845,2,2024-02-04,8,3448,Mobile Payment
5138,15,121,9,2024-02-24,8,2136,Debit Card
5143,53,955,9,2024-03-25,8,3448,Mobile Payment
5150,6,48,7,2024-04-30,8,2000,Debit Card
5158,46,112,4,2024-02-26,8,88,Credit Card
5161,64,315,7,2024-06-16,8,3040,Credit Card
5166,17,39,1,2024-01-30,8,2904,Debit Card
5176,6,799,9,2024-06-07,8,2000,Debit Card
5180,21,242,9,2024-04-20,8,368,Cash
5188,90,588,5,2024-02-27,8,2232,Cash
5206,21,446,1,2024-03-24,8,368,Debit Card
5215,44,806,10,2024-01-22,8,576,Credit Card
5219,39,221,3,2024-03-27,8,2744,Debit Card
5233,42,112,6,2024-04-09,8,1192,Cash
5246,38,567,8,2024-03-13,8,2952,Credit Card
5256,59,564,4,2024-03-19,8,1920,Mobile Payment
5260,98,216,9,2024-06-17,8,1824,Cash
5268,38,910,5,2024-06-01,8,2952,Mobile Payment
5279,2,23,6,2024-04-21,8,2816,Credit Card
5280,3,315,4,2024-05-14,8,2776,Mobile Payment
5282,9,952,1,2024-04-27,8,656,Mobile Payment
5286,75,274,10,2024-03-04,8,2784,Mobile Payment
5293,2,513,10,2024-04-15,8,2816,Debit Card
5325,49,193,7,2024-02-02,8,1960,Debit Card
5329,16,649,4,2024-06-03,8,3480,Mobile Payment
5335,35,982,9,2024-02-01,8,3520,Mobile Payment
5361,25,242,9,2024-05-27,8,3248,Credit Card
5370,73,801,7,2024-03-03,8,2720,Credit Card
5372,35,953,3,2024-02-12,8,3520,Cash
5373,43,219,5,2024-01-07,8,2656,Debit Card
5383,53,601,1,2024-05-18,8,3448,Credit Card
5385,54,151,5,2024-01-04,8,3512,Debit Card
5394,29,721,1,2024-03-27,8,2272,Mobile Payment
5404,66,739,6,2024-05-04,8,2504,Debit Card
5409,31,390,9,2024-03-28,8,3568,Mobile Payment
5415,3,635,2,2024-01-09,8,2776,Mobile Payment
5420,40,141,9,2024-05-23,8,2840,Cash
5421,20,993,3,2024-04-08,8,3040,Credit Card
5441,24,979,7,2024-03-07,8,288,Credit Card
5453,43,38,2,2024-01-24,8,2656,Debit Card
5454,45,177,2,2024-04-22,8,1208,Credit Card
5481,98,298,6,2024-01-07,8,1824,Credit Card
5483,51,544,2,2024-05-20,8,1672,Mobile Payment
5493,92,360,9,2024-05-13,8,2888,Credit Card
5503,86,406,2,2024-05-07,8,1336,Debit Card
5522,28,751,3,2024-04-26,8,1304,Debit Card
5531,24,733,10,2024-04-13,8,288,Cash
5534,96,116,9,2024-01-17,8,672,Credit Card
5541,9,188,8,2024-02-18,8,656,Credit Card
5550,92,404,10,2024-01-09,8,2888,Debit Card
5567,9,201,7,2024-04-02,8,656,Mobile Payment
5570,16,837,10,2024-06-03,8,3480,Mobile Payment
5581,84,317,10,2024-04-29,8,3632,Debit Card
5608,57,990,1,2024-03-22,8,1592,Credit Card
5623,57,727,1,2024-06-08,8,1592,Debit Card
5630,49,464,5,2024-03-23,8,1960,Mobile Payment
5646,88,136,7,2024-01-22,8,1472,Debit Card
5671,2,113,2,2024-04-11,8,2816,Mobile Payment
5674,80,891,1,2024-01-27,8,3496,Debit Card
5678,75,98,5,2024-05-15,8,2784,Cash
5700,70,405,10,2024-02-04,8,400,Cash
5744,22,611,2,2024-06-15,8,3752,Cash
5756,85,616,6,2024-06-02,8,192,Mobile Payment
5766,82,88,3,2024-05-02,8,1136,Cash
5773,32,913,10,2024-02-07,8,376,Mobile Payment
5781,63,64,1,2024-03-27,8,3296,Credit Card
5783,45,660,9,2024-05-04,8,1208,Cash
5803,52,472,10,2024-04-11,8,2448,Cash
5807,87,224,9,2024-03-14,8,888,Mobile Payment
5834,30,433,4,2024-05-27,8,2192,Debit Card
5853,61,365,5,2024-05-14,8,1160,Credit Card
5854,91,977,3,2024-03-20,8,1752,Cash
5861,14,481,10,2024-02-04,8,2616,Cash
5870,54,738,2,2024-02-05,8,3512,Cash
5872,75,184,1,2024-02-12,8,2784,Debit Card
5874,50,264,4,2024-03-30,8,2192,Debit Card
5889,11,783,2,2024-05-22,8,120,Credit Card
5892,99,863,10,2024-01-13,8,3768,Credit Card
5910,2,114,7,2024-06-15,8,2816,Credit Card
5928,27,762,5,2024-05-03,8,272,Cash
5935,13,170,7,2024-02-01,8,496,Credit Card
5938,22,781,2,2024-04-05,8,3752,Debit Card
5953,91,326,2,2024-01-05,8,1752,Cash
5957,81,173,1,2024-04-11,8,2080,Debit Card
5959,41,412,9,2024-05-13,8,1048,Mobile Payment
5966,55,975,3,2024-02-15,8,1464,Mobile Payment
5977,95,159,7,2024-02-20,8,2840,Mobile Payment
6028,55,321,8,2024-06-10,8,1464,Cash
6037,84,234,1,2024-01-13,8,3632,Debit Card
6050,37,720,5,2024-03-21,8,1296,Credit Card
6051,22,266,6,2024-03-28,8,3752,Credit Card
6057,90,485,6,2024-02-04,8,2232,Mobile Payment
6066,96,941,3,2024-05-13,8,672,Cash
6077,76,62,9,2024-01-18,8,1840,Cash
6081,55,842,1,2024-05-22,8,1464,Debit Card
6082,70,642,5,2024-03-08,8,400,Mobile Payment
6135,54,267,4,2024-06-09,8,3512,Credit Card
6137,44,629,7,2024-06-17,8,576,Debit Card
6145,86,814,1,2024-05-11,8,1336,Cash
6196,70,865,9,2024-01-17,8,400,Mobile Payment
6209,71,588,9,2024-03-07,8,80,Cash
6248,79,344,7,2024-01-30,8,2704,Cash
6249,31,505,5,2024-02-06,8,3568,Credit Card
6259,90,432,2,2024-01-13,8,2232,Debit Card
6265,39,938,3,2024-02-02,8,2744,Credit Card
6287,24,807,2,2024-03-21,8,288,Debit Card
6306,19,396,8,2024-02-16,8,200,Debit Card
6315,23,404,2,2024-02-05,8,1080,Mobile Payment
6346,16,785,6,2024-04-19,8,3480,Debit Card
6359,18,912,4,2024-05-05,8,3904,Credit Card
6378,35,873,1,2024-06-28,8,3520,Credit Card
6384,89,315,3,2024-04-18,8,792,Mobile Payment
6393,43,344,5,2024-01-02,8,2656,Debit Card
6413,87,901,8,2024-05-24,8,888,Cash
6417,23,79,2,2024-05-13,8,1080,Cash
6430,38,203,9,2024-06-24,8,2952,Credit Card
6438,80,572,9,2024-05-15,8,3496,Mobile Payment
6448,21,987,2,2024-06-20,8,368,Mobile Payment
6449,78,982,10,2024-05-07,8,1376,Debit Card
6457,87,686,2,2024-04-05,8,888,Cash
6469,44,134,7,2024-02-25,8,576,Credit Card
6478,23,299,9,2024-04-08,8,1080,Debit Card
6480,16,59,9,2024-01-20,8,3480,Debit Card
6494,98,483,5,2024-04-02,8,1824,Cash
6509,76,465,6,2024-02-04,8,1840,Mobile Payment
6512,55,127,5,2024-05-01,8,1464,Credit Card
6514,7,63,7,2024-05-12,8,2304,Cash
6527,43,340,7,2024-01-27,8,2656,Mobile Payment
6544,51,791,5,2024-04-11,8,1672,Mobile Payment
6549,66,360,5,2024-06-28,8,2504,Mobile Payment
6550,24,279,2,2024-04-29,8,288,Mobile Payment
6567,8,967,2,2024-03-11,8,256,Mobile Payment
6585,93,356,2,2024-03-02,8,3688,Credit Card
6586,43,726,5,2024-02-09,8,2656,Credit Card
6593,9,575,6,2024-04-25,8,656,Cash
6623,89,382,1,2024-03-26,8,792,Credit Card
6635,27,953,5,2024-04-18,8,272,Debit Card
6648,85,518,10,2024-01-03,8,192,Debit Card
6649,9,642,2,2024-06-12,8,656,Mobile Payment
6651,49,136,2,2024-02-22,8,1960,Cash
6658,3,787,5,2024-06-20,8,2776,Debit Card
6666,24,773,9,2024-03-14,8,288,Cash
6670,93,270,6,2024-01-16,8,3688,Credit Card
6690,46,62,8,2024-02-03,8,88,Mobile Payment
6693,94,357,1,2024-01-20,8,1248,Debit Card
6711,96,385,1,2024-01-07,8,672,Credit Card
6718,3,579,7,2024-05-10,8,2776,Cash
6732,16,931,9,2024-02-05,8,3480,Cash
6735,30,409,2,2024-02-15,8,2192,Cash
6757,59,929,4,2024-05-17,8,1920,Cash
6767,18,314,7,2024-04-16,8,3904,Cash
6770,43,572,9,2024-01-08,8,2656,Mobile Payment
6773,66,975,9,2024-06-30,8,2504,Debit Card
6790,86,573,7,2024-06-14,8,1336,Cash
6816,45,933,3,2024-06-30,8,1208,Credit Card
6821,60,996,7,2024-06-26,8,1112,Cash
6846,28,167,5,2024-01-19,8,1304,Credit Card
6848,95,486,4,2024-03-09,8,2840,Credit Card
6870,29,773,4,2024-01-26,8,2272,Cash
6879,91,73,10,2024-01-17,8,1752,Debit Card
6888,48,710,4,2024-03-29,8,3960,Cash
6899,24,916,1,2024-05-22,8,288,Cash
6903,17,937,7,2024-06-25,8,2904,Debit Card
6907,13,58,7,2024-03-04,8,496,Credit Card
6917,72,480,2,2024-01-20,8,1024,Debit Card
6920,62,754,8,2024-06-26,8,1088,Credit Card
6939,16,432,8,2024-06-13,8,3480,Debit Card
6950,58,825,3,2024-02-01,8,648,Credit Card
6956,60,854,4,2024-06-11,8,1112,Cash
6962,23,508,9,2024-01-25,8,1080,Cash
6966,94,351,4,2024-04-26,8,1248,Debit Card
6967,10,704,9,2024-03-15,8,1000,Debit Card
6974,9,952,8,2024-01-26,8,656,Mobile Payment
6985,42,288,7,2024-02-06,8,1192,Debit Card
6990,99,670,9,2024-05-19,8,3768,Cash
7002,12,284,6,2024-02-03,8,3440,Credit Card
7012,90,381,9,2024-05-21,8,2232,Credit Card
7029,57,431,4,2024-03-26,8,1592,Mobile Payment
7050,71,407,4,2024-04-05,8,80,Cash
7075,28,5,9,2024-01-11,8,1304,Credit Card
7079,88,180,4,2024-03-29,8,1472,Mobile Payment
7084,62,847,1,2024-01-18,8,1088,Cash
7106,66,152,3,2024-05-12,8,2504,Cash
7107,2,415,2,2024-05-10,8,2816,Cash
7111,53,963,9,2024-02-21,8,3448,Credit Card
7123,2,574,8,2024-06-03,8,2816,Mobile Payment
7127,47,343,10,2024-02-23,8,1552,Mobile Payment
7129,21,978,10,2024-02-12,8,368,Debit Card
7130,63,729,5,2024-05-22,8,3296,Credit Card
7142,34,547,1,2024-03-18,8,2944,Mobile Payment
7154,34,370,8,2024-01-18,8,2944,Credit Card
7180,61,592,3,2024-01-14,8,1160,Cash
7214,5,919,3,2024-05-15,8,2680,Debit Card
7244,35,387,7,2024-05-28,8,3520,Mobile Payment
7255,5,79,8,2024-02-02,8,2680,Cash
7259,4,154,4,2024-03-15,8,3368,Debit Card
7271,11,761,4,2024-05-07,8,120,Mobile Payment
7273,69,402,10,2024-03-25,8,3288,Credit Card
7276,18,223,2,2024-01-28,8,3904,Cash
7280,8,246,8,2024-02-23,8,256,Credit Card
7294,50,626,8,2024-02-24,8,2192,Cash
7305,82,923,5,2024-06-27,8,1136,Credit Card
7335,48,540,9,2024-05-10,8,3960,Debit Card
7348,21,706,2,2024-03-29,8,368,Mobile Payment
7353,10,318,10,2024-04-10,8,1000,Mobile Payment
7356,35,161,1,2024-06-17,8,3520,Mobile Payment
7375,85,304,9,2024-02-12,8,192,Debit Card
7382,20,850,4,2024-05-13,8,3040,Cash
7387,85,369,5,2024-03-24,8,192,Mobile Payment
7396,37,814,7,2024-01-02,8,1296,Debit Card
7444,26,29,6,2024-01-08,8,3864,Credit Card
7451,31,868,1,2024-06-20,8,3568,Mobile Payment
7455,75,678,8,2024-05-12,8,2784,Mobile Payment
7457,69,906,8,2024-01-25,8,3288,Cash
7459,30,278,3,2024-04-18,8,2192,Mobile Payment
7462,95,615,10,2024-01-01,8,2840,Credit Card
7467,70,143,8,2024-05-06,8,400,Cash
7471,68,846,9,2024-04-17,8,1032,Credit Card
7480,93,361,9,2024-03-08,8,3688,Cash
7493,69,953,1,2024-06-21,8,3288,Cash
7499,97,849,3,2024-02-28,8,1800,Credit Card
7512,5,557,1,2024-04-28,8,2680,Mobile Payment
7540,14,596,1,2024-04-26,8,2616,Credit Card
7553,52,532,2,2024-05-12,8,2448,Debit Card
7577,50,178,9,2024-03-14,8,2192,Mobile Payment
7590,40,173,8,2024-01-21,8,2840,Credit Card
7611,10,159,10,2024-04-20,8,1000,Cash
7613,80,295,4,2024-06-02,8,3496,Cash
7628,62,262,10,2024-02-05,8,1088,Credit Card
7633,11,644,10,2024-06-04,8,120,Mobile Payment
7637,15,341,6,2024-03-06,8,2136,Debit Card
7661,24,728,8,2024-01-23,8,288,Credit Card
7681,2,617,6,2024-04-17,8,2816,Credit Card
7684,5,183,2,2024-06-23,8,2680,Credit Card
7687,90,809,9,2024-05-17,8,2232,Mobile Payment
7715,9,291,6,2024-05-11,8,656,Mobile Payment
7724,17,699,9,2024-06-28,8,2904,Credit Card
7732,74,161,7,2024-03-23,8,2992,Mobile Payment
7733,9,254,4,2024-01-13,8,656,Credit Card
7735,96,276,4,2024-02-22,8,672,Debit Card
7739,63,123,10,2024-03-08,8,3296,Cash
7760,78,524,10,2024-04-24,8,1376,Debit Card
7775,51,44,10,2024-04-05,8,1672,Mobile Payment
7776,33,987,4,2024-03-06,8,112,Credit Card
7781,14,145,10,2024-04-05,8,2616,Credit Card
7804,34,107,2,2024-02-09,8,2944,Debit Card
7805,47,56,4,2024-04-06,8,1552,Cash
7821,92,408,6,2024-04-12,8,2888,Cash
7828,55,778,7,2024-06-20,8,1464,Debit Card
7840,69,472,10,2024-04-06,8,3288,Credit Card
7843,1,879,3,2024-01-11,8,1480,Debit Card
7851,20,461,6,2024-05-22,8,3040,Debit Card
7854,49,415,7,2024-06-29,8,1960,Credit Card
7860,36,629,1,2024-02-03,8,1056,Debit Card
7874,46,300,7,2024-01-10,8,88,Mobile Payment
7884,38,424,1,2024-01-19,8,2952,Cash
7896,28,192,7,2024-02-11,8,1304,Mobile Payment
7897,4,138,4,2024-06-10,8,3368,Mobile Payment
7901,36,233,7,2024-06-16,8,1056,Debit Card
7909,96,83,6,2024-01-11,8,672,Cash
7911,51,582,2,2024-05-30,8,1672,Cash
7934,20,369,7,2024-02-11,8,3040,Credit Card
7957,32,650,3,2024-05-11,8,376,Mobile Payment
7978,18,635,5,2024-03-03,8,3904,Cash
7980,34,87,3,2024-06-29,8,2944,Credit Card
8011,21,937,9,2024-05-12,8,368,Credit Card
8015,79,849,9,2024-05-19,8,2704,Credit Card
8023,90,633,3,2024-04-27,8,2232,Credit Card
8031,37,742,2,2024-01-25,8,1296,Credit Card
8045,3,797,9,2024-03-04,8,2776,Cash
8063,46,926,3,2024-04-05,8,88,Debit Card
8079,81,970,6,2024-01-03,8,2080,Cash
8089,45,141,9,2024-01-15,8,1208,Mobile Payment
8098,23,298,9,2024-01-30,8,1080,Mobile Payment
8116,46,139,8,2024-06-23,8,88,Credit Card
8137,83,578,10,2024-05-01,8,896,Credit Card
8162,20,461,2,2024-05-25,8,3040,Debit Card
8165,13,349,4,2024-06-12,8,496,Mobile Payment
8166,48,88,7,2024-02-15,8,3960,Mobile Payment
8176,23,867,4,2024-03-18,8,1080,Credit Card
8178,81,302,5,2024-02-14,8,2080,Debit Card
8192,78,640,6,2024-01-30,8,1376,Cash
8198,57,769,3,2024-03-17,8,1592,Debit Card
8201,59,682,7,2024-01-06,8,1920,Debit Card
8203,66,326,9,2024-05-02,8,2504,Debit Card
8215,85,974,5,2024-06-17,8,192,Cash
8234,9,360,7,2024-06-28,8,656,Credit Card
8237,13,374,2,2024-03-08,8,496,Credit Card
8253,75,128,3,2024-04-09,8,2784,Credit Card
8256,64,823,2,2024-01-10,8,3040,Debit Card
8268,92,819,4,2024-04-06,8,2888,Mobile Payment
8272,60,807,5,2024-03-21,8,1112,Debit Card
8288,65,725,2,2024-01-23,8,792,Mobile Payment
8291,67,651,10,2024-02-12,8,2880,Mobile Payment
8293,89,218,3,2024-05-21,8,792,Cash
8298,16,51,4,2024-04-08,8,3480,Mobile Payment
8299,62,649,6,2024-06-27,8,1088,Cash
8301,87,264,9,2024-05-23,8,888,Debit Card
8314,47,383,8,2024-03-26,8,1552,Mobile Payment
8320,92,811,6,2024-01-25,8,2888,Cash
8332,9,815,4,2024-03-29,8,656,Credit Card
8349,4,782,6,2024-02-19,8,3368,Debit Card
8356,30,282,6,2024-01-24,8,2192,Mobile Payment
8377,25,730,9,2024-03-05,8,3248,Debit Card
8385,41,175,4,2024-03-03,8,1048,Cash
8394,94,144,10,2024-06-16,8,1248,Mobile Payment
